Floor_Area,Floor_Number,ofPeople_service,ofPeople_living,ofPeople_bedroom,total_window_area,Cooling,Heating,Lighting
51.55,3.00,0.14,0.14,0.14,9.58,36.56,25.47,6.08
88.02,2.00,0.06,0.06,0.03,9.90,25.27,34.50,7.15
87.58,4.00,0.16,0.16,0.08,10.67,41.88,46.91,6.95
56.60,1.00,0.23,0.23,0.23,10.43,17.86,30.80,6.69
98.89,1.00,0.22,0.22,0.22,9.86,33.01,27.60,5.90
93.27,3.00,0.03,0.03,0.03,11.33,32.94,23.51,5.94
54.14,3.00,0.17,0.17,0.08,10.48,38.09,42.98,7.01
50.44,4.00,0.04,0.04,0.02,11.57,30.40,32.17,7.31
94.36,4.00,0.10,0.10,0.05,13.67,21.02,28.51,10.71
79.60,5.00,0.03,0.03,0.03,11.92,29.93,27.65,5.88
70.51,2.00,0.20,0.20,0.20,14.79,27.77,33.67,6.11
89.55,1.00,0.05,0.05,0.02,15.75,27.15,45.01,7.96
62.83,3.00,0.06,0.06,0.06,9.11,32.93,40.25,6.02
64.73,5.00,0.14,0.14,0.07,14.60,41.29,26.21,7.16
63.06,5.00,0.06,0.06,0.06,12.46,28.23,42.44,5.92
66.84,3.00,0.09,0.09,0.05,11.31,21.60,62.65,7.84
50.58,5.00,0.23,0.23,0.12,8.88,41.82,38.30,7.02
88.13,1.00,0.05,0.05,0.05,10.37,24.58,35.91,6.01
124.84,1.00,0.11,0.11,0.06,10.33,15.65,16.78,12.69
84.08,2.00,0.06,0.06,0.06,8.74,36.54,34.69,5.85
73.15,4.00,0.20,0.20,0.10,9.66,45.28,37.81,7.19
52.60,1.00,0.17,0.17,0.09,14.65,46.35,50.32,7.17
116.56,2.00,0.08,0.08,0.04,8.75,15.88,44.17,12.07
67.40,3.00,0.03,0.03,0.03,12.82,18.54,23.53,6.41
65.12,5.00,0.18,0.18,0.09,9.88,40.51,41.98,7.09
55.99,3.00,0.14,0.14,0.07,11.33,20.07,31.64,7.79
49.86,5.00,0.07,0.07,0.07,11.81,24.09,24.47,5.92
50.58,5.00,0.38,0.38,0.19,9.34,76.64,54.65,7.01
73.37,3.00,0.04,0.04,0.02,12.25,25.70,27.94,7.70
68.05,1.00,0.03,0.03,0.01,15.80,21.23,20.38,7.50
83.60,2.00,0.03,0.03,0.01,15.47,15.72,23.34,9.50
85.10,6.00,0.30,0.30,0.15,10.01,44.60,42.39,7.02
86.03,1.00,0.18,0.18,0.09,9.75,34.50,31.62,7.93
66.63,3.00,0.28,0.28,0.14,10.24,37.13,39.19,7.09
55.99,5.00,0.07,0.07,0.07,15.67,29.13,36.57,6.75
87.43,2.00,0.06,0.06,0.06,8.72,29.02,30.77,6.09
56.57,3.00,0.13,0.13,0.07,16.30,22.33,37.12,8.81
61.68,4.00,0.14,0.14,0.14,13.97,17.79,39.68,8.79
82.40,5.00,0.14,0.14,0.07,16.08,40.29,44.13,8.30
65.71,4.00,0.18,0.18,0.09,10.32,32.99,39.44,7.67
61.26,5.00,0.19,0.19,0.19,8.41,57.45,58.86,5.90
86.05,1.00,0.17,0.17,0.09,14.39,29.08,45.00,8.48
123.70,5.00,0.06,0.06,0.03,9.81,33.27,32.72,7.13
52.56,5.00,0.03,0.03,0.02,13.63,25.12,33.99,7.12
74.70,6.00,0.06,0.06,0.03,9.84,43.73,44.10,10.05
52.23,4.00,0.03,0.03,0.03,11.36,15.77,29.57,9.25
76.27,3.00,0.04,0.04,0.02,11.79,14.86,31.83,8.93
107.84,4.00,0.23,0.23,0.23,9.98,28.85,22.79,6.11
160.44,1.00,0.08,0.08,0.04,8.82,22.61,33.99,7.47
102.23,3.00,0.15,0.15,0.07,10.96,22.10,27.03,8.77
52.24,4.00,0.05,0.05,0.05,10.43,21.09,30.09,8.78
85.10,2.00,0.04,0.04,0.04,10.20,17.37,29.83,6.09
172.66,2.00,0.08,0.08,0.04,9.30,37.66,39.17,7.19
52.43,3.00,0.02,0.02,0.01,16.93,31.55,16.49,8.01
67.02,5.00,0.05,0.05,0.02,15.89,40.62,36.21,6.94
43.04,4.00,0.19,0.19,0.10,9.82,27.27,28.35,9.20
78.46,3.00,0.17,0.17,0.09,10.68,41.19,36.81,7.29
66.84,6.00,0.15,0.15,0.07,10.87,54.45,59.02,6.93
53.80,4.00,0.07,0.07,0.03,9.94,24.17,36.82,10.20
50.30,5.00,0.15,0.15,0.15,9.39,19.83,34.57,9.34
57.98,4.00,0.15,0.15,0.08,11.07,16.95,28.03,8.51
128.51,5.00,0.32,0.32,0.16,9.61,38.88,41.73,7.15
53.25,3.00,0.18,0.18,0.09,9.90,33.91,27.02,8.30
114.54,5.00,0.13,0.13,0.13,12.82,39.24,34.71,5.93
52.56,5.00,0.05,0.05,0.05,9.67,33.04,43.07,8.71
43.02,1.00,0.06,0.06,0.03,10.11,25.36,32.49,12.27
80.72,1.00,0.17,0.17,0.17,11.24,18.60,24.68,7.84
104.48,2.00,0.08,0.08,0.04,8.74,14.97,38.78,10.35
58.18,1.00,0.04,0.04,0.04,11.02,18.44,26.40,6.61
86.27,2.00,0.03,0.03,0.03,13.02,14.56,24.84,6.02
85.84,2.00,0.08,0.08,0.04,9.04,24.78,39.39,8.30
59.74,3.00,0.03,0.03,0.03,11.60,13.98,27.96,6.74
66.81,5.00,0.04,0.04,0.04,10.96,25.21,29.47,7.47
77.69,4.00,0.03,0.03,0.02,14.44,27.67,24.08,7.29
50.87,5.00,0.03,0.03,0.03,12.85,19.09,22.20,7.65
106.65,1.00,0.03,0.03,0.03,12.46,28.47,28.69,5.93
64.73,3.00,0.09,0.09,0.09,13.97,37.91,76.83,5.89
76.53,2.00,0.11,0.11,0.11,14.33,21.04,19.67,6.79
50.33,6.00,0.07,0.07,0.03,10.37,69.37,57.60,9.01
77.37,4.00,0.04,0.04,0.04,16.87,29.29,43.79,7.63
51.73,4.00,0.28,0.28,0.14,10.48,67.87,50.65,7.02
69.37,5.00,0.06,0.06,0.03,16.36,62.72,65.67,7.00
62.83,3.00,0.06,0.06,0.06,8.55,20.40,34.34,8.03
67.40,4.00,0.31,0.31,0.16,9.69,26.82,32.75,7.24
51.53,6.00,0.23,0.23,0.12,9.23,73.91,55.75,6.99
87.43,3.00,0.39,0.39,0.19,9.23,22.59,33.54,8.14
43.21,4.00,0.36,0.36,0.18,9.02,48.04,33.90,7.22
59.98,3.00,0.03,0.03,0.03,12.15,11.44,24.94,9.37
63.71,5.00,0.47,0.47,0.24,11.18,65.69,104.25,6.88
89.33,3.00,0.17,0.17,0.17,8.84,24.80,33.00,5.92
99.67,5.00,0.16,0.16,0.08,10.67,24.61,27.78,9.47
52.23,1.00,0.12,0.12,0.12,8.55,42.44,32.22,5.90
63.62,4.00,0.03,0.03,0.02,13.60,23.01,18.03,9.29
83.01,4.00,0.14,0.14,0.07,11.04,24.93,25.17,8.52
76.46,2.00,0.22,0.22,0.11,11.57,21.17,23.70,12.00
86.27,2.00,0.25,0.25,0.25,9.54,27.61,31.50,6.05
64.46,4.00,0.28,0.28,0.14,10.26,18.45,28.72,11.36
58.65,1.00,0.09,0.09,0.09,12.35,15.54,25.05,9.55
64.16,5.00,0.28,0.28,0.14,11.31,27.13,61.32,6.99
144.56,1.00,0.05,0.05,0.02,11.26,16.70,32.40,10.72
64.16,3.00,0.19,0.19,0.09,9.71,27.27,34.04,9.04
59.98,4.00,0.04,0.04,0.02,11.92,22.09,24.59,12.14
85.20,2.00,0.21,0.21,0.21,10.35,15.20,29.96,7.49
80.91,5.00,0.06,0.06,0.03,10.54,61.22,48.09,7.02
150.16,5.00,0.03,0.03,0.01,15.18,30.61,27.70,7.21
50.58,2.00,0.41,0.41,0.20,8.53,28.46,29.08,7.34
52.24,4.00,0.14,0.14,0.14,9.88,37.78,29.70,5.82
74.95,4.00,0.03,0.03,0.01,14.60,30.51,22.10,7.04
67.40,4.00,0.14,0.14,0.07,16.35,40.22,40.81,7.21
78.46,6.00,0.25,0.25,0.13,10.82,61.49,38.41,7.01
66.57,6.00,0.05,0.05,0.03,10.82,45.39,49.25,6.98
64.46,1.00,0.07,0.07,0.03,9.64,16.20,31.80,10.84
61.47,3.00,0.32,0.32,0.16,9.58,24.22,35.01,8.46
184.48,2.00,0.07,0.07,0.03,9.55,34.04,44.82,7.08
99.08,4.00,0.38,0.38,0.19,9.34,36.78,28.74,7.21
60.88,2.00,0.04,0.04,0.04,10.18,18.60,30.63,8.88
66.40,6.00,0.12,0.12,0.06,12.12,62.61,40.80,7.05
61.98,5.00,0.03,0.03,0.01,15.47,38.36,24.00,7.34
65.93,2.00,0.03,0.03,0.03,12.21,10.89,25.25,9.62
95.77,4.00,0.06,0.06,0.06,8.74,31.39,39.38,5.94
61.25,2.00,0.13,0.13,0.13,14.39,36.56,41.63,5.84
53.03,1.00,0.20,0.20,0.10,9.94,19.76,29.55,10.12
86.26,6.00,0.18,0.18,0.18,10.98,28.97,33.32,7.68
57.12,1.00,0.03,0.03,0.03,13.96,39.90,28.63,5.91
90.09,4.00,0.23,0.23,0.12,11.24,31.77,34.53,7.21
71.14,5.00,0.20,0.20,0.10,9.42,58.89,42.03,7.07
128.13,1.00,0.11,0.11,0.05,16.53,29.87,21.39,7.07
52.00,5.00,0.24,0.24,0.24,9.58,29.96,35.85,8.24
53.79,3.00,0.05,0.05,0.03,14.70,23.30,46.62,8.20
75.60,1.00,0.20,0.20,0.10,12.03,23.95,21.23,11.20
70.28,5.00,0.14,0.14,0.07,11.11,44.34,37.27,8.69
48.49,6.00,0.05,0.05,0.02,11.35,38.93,41.53,7.06
95.65,2.00,0.27,0.27,0.27,13.08,43.81,60.70,5.90
59.26,3.00,0.11,0.11,0.11,15.84,13.99,22.05,9.31
75.93,3.00,0.08,0.08,0.04,8.74,28.74,41.21,7.33
144.56,5.00,0.13,0.13,0.06,11.95,39.38,31.54,7.88
70.22,5.00,0.23,0.23,0.11,9.06,41.99,49.47,9.56
52.17,1.00,0.18,0.18,0.18,10.90,12.76,25.36,9.45
51.80,4.00,0.05,0.05,0.02,15.67,36.36,31.88,7.19
75.60,5.00,0.15,0.15,0.07,14.15,24.71,22.92,9.33
116.56,1.00,0.07,0.07,0.04,9.58,57.08,31.95,7.13
80.60,1.00,0.06,0.06,0.03,10.24,17.03,27.05,12.19
74.95,6.00,0.17,0.17,0.08,16.91,84.04,82.82,6.81
97.61,2.00,0.03,0.03,0.01,15.84,28.96,21.84,7.58
75.66,6.00,0.08,0.08,0.04,16.60,52.83,31.50,7.07
111.38,3.00,0.12,0.12,0.12,11.29,18.29,25.70,8.89
99.21,4.00,0.16,0.16,0.16,11.61,12.97,25.20,9.54
161.81,1.00,0.23,0.23,0.12,8.82,23.47,31.55,10.90
74.55,4.00,0.02,0.02,0.01,16.93,30.42,18.00,7.04
65.12,5.00,0.31,0.31,0.15,9.87,48.34,42.47,7.27
86.57,2.00,0.07,0.07,0.04,9.02,32.01,28.93,11.70
107.84,2.00,0.04,0.04,0.02,12.38,36.60,35.00,7.23
64.21,5.00,0.16,0.16,0.08,8.76,27.75,28.97,7.05
54.14,3.00,0.23,0.23,0.11,12.94,54.09,45.67,7.08
64.46,3.00,0.05,0.05,0.02,15.89,32.09,36.55,6.99
62.52,5.00,0.06,0.06,0.03,9.84,45.46,37.59,10.00
105.60,2.00,0.31,0.31,0.16,9.88,37.02,38.74,7.10
61.80,4.00,0.16,0.16,0.08,9.16,22.24,31.65,7.11
61.50,3.00,0.03,0.03,0.01,14.74,26.08,24.29,7.26
106.65,2.00,0.14,0.14,0.07,11.24,27.30,29.46,8.55
139.23,1.00,0.19,0.19,0.19,10.77,23.79,21.84,8.19
74.08,3.00,0.07,0.07,0.04,9.14,21.73,37.02,7.57
92.99,1.00,0.09,0.09,0.05,16.08,28.37,27.12,8.98
51.53,3.00,0.04,0.04,0.04,15.77,40.05,63.18,6.31
69.71,2.00,0.08,0.08,0.04,15.47,15.90,20.39,12.84
150.16,5.00,0.19,0.19,0.10,12.38,33.61,37.03,7.12
68.05,3.00,0.03,0.03,0.01,14.60,34.85,28.29,7.18
62.66,3.00,0.03,0.03,0.03,11.83,17.67,19.87,8.47
66.84,3.00,0.08,0.08,0.04,8.76,35.46,41.75,8.18
108.68,1.00,0.08,0.08,0.04,9.14,57.27,33.33,7.20
76.44,2.00,0.05,0.05,0.02,16.08,17.12,35.35,9.87
91.61,2.00,0.05,0.05,0.02,16.93,23.19,36.91,8.22
88.77,2.00,0.39,0.39,0.19,9.30,68.46,35.28,7.02
72.02,3.00,0.06,0.06,0.06,8.70,11.95,35.67,9.34
58.57,6.00,0.16,0.16,0.16,14.21,57.74,98.78,5.82
48.82,5.00,0.14,0.14,0.07,16.03,45.44,40.53,6.99
51.74,2.00,0.19,0.19,0.10,10.14,36.13,43.88,7.24
63.83,3.00,0.15,0.15,0.15,9.94,19.86,29.21,8.76
86.60,1.00,0.24,0.24,0.12,11.81,60.88,29.49,7.07
72.62,3.00,0.09,0.09,0.09,11.86,15.87,25.30,6.05
83.27,2.00,0.02,0.02,0.02,15.31,25.88,20.49,5.89
49.23,3.00,0.25,0.25,0.12,8.84,30.34,41.98,11.51
72.27,3.00,0.16,0.16,0.08,8.79,20.51,15.40,12.38
129.87,1.00,0.08,0.08,0.04,15.18,17.63,16.96,12.04
57.85,3.00,0.20,0.20,0.10,11.99,22.36,27.95,7.33
56.88,6.00,0.16,0.16,0.08,13.33,54.37,44.40,7.08
78.03,2.00,0.13,0.13,0.06,11.77,15.29,22.34,12.11
77.75,3.00,0.17,0.17,0.08,15.43,41.17,49.09,7.89
59.74,3.00,0.08,0.08,0.04,8.69,44.23,39.82,7.04
123.16,5.00,0.03,0.03,0.03,11.79,41.11,32.14,5.94
93.27,2.00,0.18,0.18,0.09,9.86,20.63,33.67,9.93
83.92,5.00,0.16,0.16,0.08,10.67,51.97,47.98,7.10
48.49,3.00,0.25,0.25,0.12,11.39,19.92,34.61,11.15
115.89,3.00,0.05,0.05,0.05,13.34,18.72,47.99,6.03
88.02,2.00,0.06,0.06,0.03,9.79,53.63,28.13,7.02
49.80,3.00,0.04,0.04,0.02,12.33,12.41,29.81,12.62
137.93,4.00,0.03,0.03,0.03,12.29,26.49,28.21,5.90
86.27,2.00,0.03,0.03,0.02,13.72,12.78,29.08,10.38
131.37,3.00,0.05,0.05,0.05,10.48,14.22,32.22,9.62
53.33,3.00,0.11,0.11,0.05,10.98,13.91,13.36,12.84
70.89,5.00,0.08,0.08,0.04,11.99,34.58,31.87,7.96
97.85,1.00,0.09,0.09,0.05,12.10,18.01,56.78,10.53
52.53,5.00,0.28,0.28,0.14,10.66,42.38,40.72,7.29
84.54,6.00,0.18,0.18,0.18,9.24,38.36,56.32,5.87
56.16,2.00,0.03,0.03,0.03,11.60,19.18,27.08,6.02
55.49,2.00,0.04,0.04,0.04,11.06,30.84,39.42,5.97
51.85,6.00,0.23,0.23,0.11,12.09,61.64,48.54,7.06
105.61,5.00,0.03,0.03,0.03,17.56,28.35,56.88,6.21
48.40,6.00,0.07,0.07,0.04,10.04,66.10,59.82,7.00
72.74,1.00,0.18,0.18,0.09,10.03,19.68,26.75,11.07
104.80,4.00,0.03,0.03,0.03,13.96,28.13,30.92,5.88
87.16,6.00,0.29,0.29,0.29,9.50,34.63,50.39,5.87
53.25,5.00,0.35,0.35,0.17,10.38,49.21,45.35,7.02
110.90,5.00,0.14,0.14,0.14,9.75,41.62,50.36,6.48
143.42,1.00,0.07,0.07,0.04,8.90,19.60,38.62,10.27
180.83,6.00,0.31,0.31,0.16,9.84,72.88,54.49,6.99
56.01,3.00,0.05,0.05,0.03,10.61,14.58,34.28,12.14
68.05,5.00,0.12,0.12,0.12,11.04,39.06,39.21,7.47
130.62,2.00,0.16,0.16,0.08,13.61,17.39,20.99,11.13
42.42,5.00,0.03,0.03,0.02,14.33,53.22,44.63,7.17
60.20,6.00,0.05,0.05,0.02,11.36,62.69,49.69,7.05
97.49,2.00,0.07,0.07,0.04,15.70,34.42,53.53,8.92
95.65,3.00,0.08,0.08,0.04,8.73,41.92,34.22,10.62
81.13,3.00,0.35,0.35,0.17,10.01,30.15,34.30,8.52
87.68,3.00,0.07,0.07,0.03,9.75,35.03,32.86,7.51
51.73,4.00,0.26,0.26,0.13,10.64,30.44,31.58,7.03
100.48,5.00,0.10,0.10,0.10,16.29,31.73,32.81,5.91
84.08,4.00,0.39,0.39,0.20,9.05,40.81,36.94,7.09
76.88,6.00,0.05,0.05,0.02,11.41,45.44,36.94,7.08
76.38,4.00,0.17,0.17,0.08,10.41,26.20,31.87,7.32
87.58,3.00,0.04,0.04,0.02,11.77,37.63,26.56,7.44
84.35,2.00,0.08,0.08,0.04,12.21,12.85,19.31,10.92
65.45,2.00,0.19,0.19,0.10,14.00,22.55,41.90,8.28
52.85,4.00,0.03,0.03,0.03,12.11,23.17,25.23,7.05
108.65,3.00,0.07,0.07,0.07,11.04,11.94,15.63,6.48
63.62,4.00,0.03,0.03,0.02,13.67,30.89,28.94,7.20
65.93,2.00,0.26,0.26,0.13,10.58,19.18,22.33,8.55
63.62,3.00,0.06,0.06,0.06,16.60,20.61,26.19,6.04
79.60,1.00,0.12,0.12,0.12,10.64,15.91,26.44,9.92
67.28,4.00,0.38,0.38,0.19,8.88,25.88,32.83,8.97
129.87,4.00,0.41,0.41,0.21,8.41,50.15,33.37,10.56
74.55,2.00,0.05,0.05,0.02,12.09,17.72,30.16,12.30
76.27,4.00,0.11,0.11,0.05,12.72,20.52,28.01,9.78
65.25,3.00,0.28,0.28,0.28,8.73,26.52,28.29,6.28
100.48,1.00,0.24,0.24,0.24,9.60,24.05,30.68,6.09
84.54,6.00,0.20,0.20,0.10,11.97,58.22,48.78,7.06
64.33,5.00,0.18,0.18,0.09,9.93,31.53,37.45,7.27
69.73,5.00,0.08,0.08,0.04,8.73,34.32,36.88,12.29
59.26,1.00,0.24,0.24,0.12,11.46,37.32,31.88,7.30
42.31,4.00,0.05,0.05,0.02,16.08,22.93,42.65,7.48
83.57,3.00,0.13,0.13,0.07,9.45,18.11,23.51,7.47
64.46,5.00,0.07,0.07,0.04,9.13,42.27,43.52,8.21
65.25,5.00,0.12,0.12,0.06,10.18,40.95,57.58,7.12
61.98,2.00,0.03,0.03,0.03,13.22,23.00,24.21,5.87
180.83,1.00,0.09,0.09,0.09,12.21,11.90,26.12,6.50
52.53,4.00,0.07,0.07,0.04,9.03,37.87,37.51,7.19
61.68,1.00,0.06,0.06,0.06,8.67,21.67,34.81,6.46
78.03,3.00,0.16,0.16,0.08,10.71,52.54,29.73,7.02
161.81,4.00,0.10,0.10,0.10,11.57,35.59,29.92,5.92
113.05,1.00,0.07,0.07,0.04,9.77,21.66,40.36,8.45
100.48,3.00,0.07,0.07,0.04,9.04,24.09,35.62,7.34
58.59,3.00,0.03,0.03,0.02,14.01,25.11,25.58,7.19
67.02,6.00,0.16,0.16,0.08,8.76,39.40,35.48,7.23
148.69,2.00,0.03,0.03,0.03,17.23,19.96,37.28,6.62
65.71,4.00,0.16,0.16,0.08,13.35,37.78,22.32,7.47
110.90,2.00,0.11,0.11,0.06,10.24,36.96,34.67,7.09
59.20,3.00,0.19,0.19,0.09,9.91,19.40,31.48,10.71
88.31,2.00,0.18,0.18,0.18,11.04,26.93,25.92,5.97
83.60,2.00,0.20,0.20,0.20,14.77,29.35,38.28,6.09
150.16,2.00,0.12,0.12,0.12,8.88,13.37,18.31,6.70
123.70,3.00,0.08,0.08,0.08,14.69,22.89,25.60,8.25
184.48,6.00,0.30,0.30,0.15,10.43,62.26,44.09,7.09
77.88,6.00,0.28,0.28,0.14,10.48,64.46,50.99,7.10
50.40,3.00,0.07,0.07,0.04,13.22,29.73,52.44,10.79
86.57,1.00,0.08,0.08,0.04,8.87,28.35,31.46,9.42
52.56,4.00,0.05,0.05,0.05,9.87,17.97,36.81,9.47
77.08,3.00,0.10,0.10,0.05,13.51,24.84,21.23,7.52
50.33,6.00,0.18,0.18,0.09,9.81,55.25,43.43,7.93
128.30,4.00,0.13,0.13,0.13,10.11,26.28,28.70,6.10
79.85,2.00,0.17,0.17,0.09,10.14,37.58,33.43,7.94
97.98,2.00,0.16,0.16,0.16,16.79,20.11,37.01,9.17
93.41,5.00,0.11,0.11,0.05,12.75,36.39,22.50,9.38
91.61,5.00,0.16,0.16,0.08,13.64,51.15,36.11,7.37
108.68,2.00,0.27,0.27,0.14,10.35,21.30,31.53,9.06
89.93,1.00,0.19,0.19,0.09,9.98,21.88,34.85,13.18
61.50,5.00,0.24,0.24,0.12,9.31,33.01,49.39,7.20
152.41,5.00,0.08,0.08,0.04,8.80,53.17,56.52,7.18
94.36,1.00,0.19,0.19,0.10,12.33,15.44,27.05,10.10
140.49,5.00,0.05,0.05,0.03,15.06,52.05,63.32,7.06
102.66,3.00,0.20,0.20,0.10,9.72,42.44,34.03,7.26
58.89,2.00,0.24,0.24,0.12,8.75,37.52,39.35,7.16
52.15,3.00,0.17,0.17,0.09,10.11,24.89,30.06,10.61
80.60,5.00,0.07,0.07,0.04,9.40,53.23,54.55,7.00
87.84,3.00,0.05,0.05,0.02,11.44,26.57,28.73,8.10
56.88,2.00,0.31,0.31,0.15,9.90,32.86,34.21,7.76
50.40,1.00,0.14,0.14,0.07,14.28,35.71,21.77,7.05
80.60,5.00,0.07,0.07,0.04,9.34,45.27,43.93,7.22
65.27,3.00,0.17,0.17,0.17,8.94,33.96,32.42,5.90
70.67,2.00,0.03,0.03,0.03,11.92,29.53,25.97,5.90
105.15,2.00,0.11,0.11,0.06,12.33,43.74,27.18,7.20
77.69,3.00,0.21,0.21,0.10,11.92,36.25,25.77,7.55
93.30,3.00,0.02,0.02,0.02,14.01,15.44,18.21,9.07
60.00,5.00,0.19,0.19,0.10,9.82,31.87,25.43,9.02
71.03,2.00,0.36,0.36,0.18,9.68,32.53,34.75,7.15
54.31,5.00,0.20,0.20,0.10,12.14,49.03,44.97,7.02
108.97,2.00,0.11,0.11,0.05,16.53,22.01,16.09,9.47
95.68,1.00,0.18,0.18,0.09,12.66,24.68,19.92,11.20
89.33,5.00,0.12,0.12,0.06,15.35,24.96,16.10,7.25
84.38,5.00,0.10,0.10,0.05,12.74,67.60,77.24,6.81
56.75,3.00,0.24,0.24,0.12,8.53,55.41,64.43,6.83
60.88,4.00,0.23,0.23,0.11,11.26,29.66,29.69,7.81
52.23,1.00,0.18,0.18,0.09,12.75,17.17,19.20,12.11
90.09,1.00,0.07,0.07,0.03,9.63,25.73,37.92,9.82
86.40,5.00,0.30,0.30,0.15,10.43,24.91,25.76,9.60
60.85,2.00,0.12,0.12,0.12,13.67,19.07,23.46,5.95
54.14,4.00,0.07,0.07,0.03,13.44,29.99,39.41,6.99
53.40,1.00,0.16,0.16,0.08,11.06,31.50,30.74,9.49
77.88,2.00,0.04,0.04,0.02,12.11,32.95,34.57,7.07
92.42,5.00,0.09,0.09,0.05,13.65,19.89,21.19,9.83
104.80,4.00,0.24,0.24,0.12,11.28,27.60,31.66,7.58
70.89,3.00,0.04,0.04,0.02,12.68,18.34,30.46,7.33
112.35,3.00,0.16,0.16,0.08,10.50,28.71,29.77,12.71
84.35,6.00,0.04,0.04,0.04,10.87,41.04,39.38,5.82
86.40,1.00,0.11,0.11,0.05,10.61,12.91,14.27,11.64
98.84,1.00,0.19,0.19,0.09,12.49,14.84,20.85,9.18
83.70,6.00,0.03,0.03,0.02,13.33,37.95,32.16,7.08
76.44,4.00,0.04,0.04,0.02,11.93,36.26,29.78,10.01
57.15,3.00,0.03,0.03,0.02,13.26,19.79,28.77,9.79
61.25,6.00,0.05,0.05,0.02,15.90,56.11,47.99,6.90
82.47,4.00,0.10,0.10,0.10,17.56,26.96,46.89,7.00
159.81,5.00,0.04,0.04,0.04,10.48,14.24,28.44,8.62
51.00,4.00,0.17,0.17,0.17,9.38,38.49,36.69,5.87
58.65,3.00,0.03,0.03,0.02,13.63,15.60,21.85,12.51
59.26,3.00,0.23,0.23,0.11,12.09,25.84,28.34,8.82
57.57,1.00,0.03,0.03,0.02,13.26,25.07,25.35,9.05
89.93,1.00,0.04,0.04,0.02,12.97,25.75,26.86,7.49
126.80,2.00,0.06,0.06,0.03,9.81,18.43,34.20,11.39
71.73,4.00,0.25,0.25,0.25,9.75,17.68,29.36,8.38
49.36,1.00,0.09,0.09,0.04,16.35,17.55,25.50,8.19
42.42,4.00,0.17,0.17,0.17,11.19,31.40,27.14,5.86
54.31,3.00,0.06,0.06,0.03,9.91,32.89,47.35,7.11
70.22,2.00,0.30,0.30,0.15,10.48,31.40,27.17,12.84
108.11,2.00,0.15,0.15,0.08,11.07,14.81,27.79,9.50
125.41,4.00,0.14,0.14,0.14,12.51,20.56,23.71,6.18
66.81,6.00,0.03,0.03,0.02,13.35,47.23,36.31,6.96
121.52,3.00,0.12,0.12,0.12,11.07,14.99,30.38,6.77
55.98,1.00,0.02,0.02,0.02,14.96,12.57,22.22,6.19
89.08,6.00,0.15,0.15,0.15,12.29,30.03,43.97,8.50
70.45,6.00,0.04,0.04,0.02,16.88,61.56,54.59,6.87
67.16,2.00,0.10,0.10,0.05,15.67,30.26,21.74,7.61
76.44,4.00,0.08,0.08,0.04,8.45,22.85,39.03,12.28
45.87,3.00,0.07,0.07,0.03,9.67,23.76,34.54,7.54
66.57,6.00,0.26,0.26,0.13,10.67,41.36,34.70,7.51
70.45,2.00,0.07,0.07,0.04,13.22,40.65,52.23,7.18
78.03,2.00,0.03,0.03,0.02,13.87,15.13,22.09,11.22
63.13,3.00,0.24,0.24,0.12,11.46,42.46,28.36,9.09
86.13,6.00,0.07,0.07,0.07,11.02,26.77,41.05,7.61
63.38,3.00,0.29,0.29,0.29,8.75,16.02,31.33,9.79
66.40,3.00,0.10,0.10,0.10,11.53,19.80,27.10,8.49
84.08,6.00,0.06,0.06,0.06,8.53,34.88,41.98,7.25
53.03,1.00,0.20,0.20,0.10,12.17,17.19,27.19,11.44
48.63,3.00,0.07,0.07,0.04,9.45,34.84,37.34,11.15
72.74,4.00,0.08,0.08,0.08,16.53,22.22,16.78,6.80
60.11,4.00,0.24,0.24,0.12,8.69,45.12,41.24,7.04
58.89,2.00,0.06,0.06,0.03,10.35,33.61,35.01,7.09
64.46,2.00,0.07,0.07,0.04,8.85,18.03,31.74,13.08
51.53,4.00,0.11,0.11,0.05,12.82,26.09,22.55,7.91
71.73,5.00,0.05,0.05,0.05,10.14,35.75,49.89,5.93
86.26,5.00,0.06,0.06,0.03,9.70,56.80,36.42,7.00
72.62,2.00,0.20,0.20,0.20,10.79,12.03,27.74,9.75
72.78,3.00,0.38,0.38,0.19,8.94,67.90,43.56,7.01
67.29,5.00,0.26,0.26,0.26,10.38,70.16,45.25,5.72
60.88,6.00,0.20,0.20,0.10,12.12,55.73,44.48,7.03
69.73,4.00,0.07,0.07,0.03,9.23,27.80,32.49,8.91
51.53,4.00,0.03,0.03,0.02,13.63,22.55,26.16,7.18
83.85,6.00,0.05,0.05,0.05,9.86,31.14,52.51,7.48
164.82,1.00,0.04,0.04,0.02,16.79,17.72,40.28,9.34
51.55,3.00,0.08,0.08,0.08,15.77,32.02,36.17,5.85
62.42,3.00,0.05,0.05,0.02,11.04,17.40,34.13,12.56
82.36,4.00,0.23,0.23,0.11,9.06,42.36,38.26,7.30
103.32,1.00,0.16,0.16,0.08,10.36,19.51,34.98,10.77
150.88,4.00,0.02,0.02,0.02,14.09,31.06,18.72,5.91
47.32,5.00,0.09,0.09,0.04,11.60,28.35,24.22,7.21
70.89,5.00,0.05,0.05,0.02,15.98,49.45,50.89,7.42
81.51,4.00,0.03,0.03,0.02,13.81,22.41,26.15,9.62
40.55,2.00,0.04,0.04,0.04,11.15,10.65,29.21,9.63
84.28,3.00,0.04,0.04,0.02,16.79,35.54,40.75,7.96
